Progress;Finished;consent;cisgender;age;region_1;relation;relation_7_TEXT;edu;edu_6_TEXT;WSW;sex_attr;sex_attr_10_TEXT;rom_attr;rom_attr_10_TEXT;label;self_def;LIHS_1;LIHS_2;LIHS_3;LIHS_4;LIHS_5;LIHS_6;LIHS_7;LIHS_8;LIHS_9;LIHS_10;LIHS_11;LIHS_12;SQoL_1;SQoL_2;SQoL_3;SQoL_4;SQoL_5;SQoL_6;SQoL_7;SQoL_8;SQoL_9;SQoL_10;SQoL_11;SQoL_12;SQoL_13;SQoL_14;SQoL_15;SQoL_16;SQoL_17;SQoL_18;insertive;insertive_no;insertive_yes_1_1;insertive_yes_1_2;insertive_yes_1_3;insertive_yes_1_4;insertive_yes_1_5;insertive_yes_1_6;oral;oral_no;oral_yes_1_1;oral_yes_1_2;oral_yes_1_3;oral_yes_1_4;oral_yes_1_5;oral_yes_1_6;masturbation;masturbation_no;masturbation_yes_1_1;masturbation_yes_1_2;masturbation_yes_1_3;masturbation_yes_1_4;masturbation_yes_1_5;masturbation_yes_1_6;finger;finger_no;finger_yes_1_1;finger_yes_1_2;finger_yes_1_3;finger_yes_1_4;finger_yes_1_5;finger_yes_1_6;anal;anal_no;anal_yes_1_1;anal_yes_1_2;anal_yes_1_3;anal_yes_1_4;anal_yes_1_5;anal_yes_1_6;petting_1;petting_2;petting_3;petting_no;petting_yes_1_1;petting_yes_1_2;petting_yes_1_3;petting_yes_1_4;petting_yes_1_5;intercrural;intercrural_no;intercrural_yes_1_1;intercrural_yes_1_2;intercrural_yes_1_3;intercrural_yes_1_4;intercrural_yes_1_5;kink;kink_no;kink_yes_1_1;kink_yes_1_2;kink_yes_1_3;kink_yes_1_4;kink_yes_1_5;kink_yes_1_6;kink_practices_1;kink_practices_2;kink_practices_3;kink_practices_4;kink_practices_5;kink_practices_6;kink_practices_7;kink_practices_8;kink_practices_9;kink_practices_10;kink_practices_11;kink_practices_12;kink_practices_13;kink_practices_14;kink_practices_15;kink_practices_16;kink_practices_17;kink_practices_18;kink_practices_19;kink_practices_20;kink_practices_21;kink_practices_22;kink_practices_23;kink_practices_24;kink_practices_25;kink_practices_26;kink_practices_27;kink_practices_28;kink_practices_29;chemsex;chemsex_no;chemsex_yes_1_1;chemsex_yes_1_2;chemsex_yes_1_3;chemsex_yes_1_4;chemsex_yes_1_5;chemsex_yes_1_6;chemsex_sub1_1;chemsex_sub1_2;chemsex_sub1_3;chemsex_sub2_1;chemsex_sub2_2;chemsex_sub2_3;chemsex_sub2_4;chemsex_sub2_5;chemsex_sub2_6;chemsex_sub2_7;chemsex_sub2_8;chemsex_sub2_9;chemsex_sub2_10;chemsex_sub2_11;chemsex_sub2_12;sub_nosex;sub_type_2;sub_type_3;sub_type_4;sub_type_5;sub_type_6;sub_type_7;sub_type_8;sub_type_9;sub_type_10;sub_type_11;Q45_1;Q45_2;Q45_3;Q45_4;Q45_5;other;SQoL_tot;LIHS_sum;age_number;insertive_new;oral_new;masturbation_new;finger_new;anal_new;intercrural_new;kink_new;insertive_toy;oral_toy;masturbation_toy;finger_toy;petting_toy;anal_toy;intercrural_toy;kink_toy;insertive_lube;oral_lube;masturbation_lube;finger_lube;anal_lube;petting_lube;intercrural_lube;kink_lube;insertive_prot;oral_prot;masturbation_prot;finger_prot;anal_prot;kink_prot;insertive_partner;oral_partner;masturbation_partner;finger_partner;anal_partner;petting_partner;intercrural_partner;kink_partner;insertive_occasional;oral_occasional;masturbation_occasional;finger_occasional;anal_occasional;petting_occasional;intercrural_occasional;kink_occasional;insertive_wsw;oral_wsw;masturbation_wsw;finger_wsw;anal_wsw;petting_wsw;intercrural_wsw;kink_wsw;Exp_Index;toy_index;lube_index;prot_index;partner_index;occasion_index;wsw_index
100;1;1;1;8;4;1; ;5; ;3;2; ;2; ; ;2;5;6;4;1;4;2;3;1;4;3;2;1;2;5;6;2;5;5;4;6;2;1;3;6;2;3;3;3;3;5;1; ;1;1;2;1;1;1;1; ;1;2;2;1;1;1;1; ;1;2;2;1;1;1;1; ;1;1;2;1;1;1;1; ;1;1;2;1;1;1;1; ; ; ;1;2;1;1;1;1; ;2;2;1;1;1;1; ;1;1;2;1;1;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ;1; ; ; ; ; ; ; ;1;1;1;1; ; ;3,66666666666667;36;24;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;0;1;1;1;0;0;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;7;6;5;0;8;8;8
100;1;1;1;7;3;5; ;5; ;3;9; ;9; ;Queer;2;4;6;4;1;4;1;3;1;1;2;1;1;4;3;3;5;3;3;3;6;2;3;3;3;4;5;5;6;4;1;1; ;1;2;1;1;1;1;1; ;1;2;2;1;1;1;1; ;1;2;2;1;1;1;1; ;1;2;2;1;1;1;1; ;2;1;1;1;2;2;1;1; ; ;2;2;1;1;1;1; ;2;2;2;1;1;1; ;2;2;1;1;2;2; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ;3,66666666666667;29;23;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;0;1;1;1;1;0;1;1;0;7;3;2;3;7;6;6
100;1;1;1;5;3;2; ;5; ;3;2; ;2; ; ;2;3;6;2;1;4;2;2;1;4;2;1;1;1;6;6;6;6;5;5;6;2;6;6;6;5;6;4;5;5;6;1; ;1;1;2;1;2;1;1; ;1;2;1;1;1;1;1; ;1;2;2;1;1;1;1; ;1;1;1;1;1;1;2;1; ; ; ; ; ; ;1;1; ; ;2;2;1;1;1;1; ;2;2;1;1; ;1; ;1;1;1;1;2;1; ; ;1;1; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ;5,11111111111111;29;21;1;1;1;1;0;1;1;1;1;0;1;0;0;0;1;1;0;1;1; ;0;0;1;0;1;0;1; ;1;1;1;1;1; ;1;1;1;0;1;1;1; ;1;1;0;1;1;1;1; ;1; ;1;6;4; ; ; ; ; 
100;1;1;1;5;6;3; ;4; ;3;2; ;2; ; ;2;2;5;6;4;2;2;1;1;6;1;1;1;2;5;6;6;5;6;6;6;2;5;6;6;5;4;6;6;5;5;1; ;1;1;1;1;1;1;1; ;2;2;2;1;1;1;1; ;1;2;2;1;2;1;1; ;2;2;2;1;1;1;2;2; ; ; ; ; ; ;1; ; ; ;2;2;1;1;1;2;1; ; ; ; ; ;1; ;1;1;2;1;2;1; ;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ;5,11111111111111;32;21;1;1;1;1;0;0;1;1;0;0;0;0;0; ;1;1;0;1;0; ;0; ;1;1;0;0;0; ;0;1;1;1;1; ;1; ;1;1;1;0;1; ;1; ;0;1;1;1;1; ;1; ;1;5; ; ; ; ; ; 
100;1;1;1;16;8;2; ;5; ;3;3; ;9; ; ;2;2;2;4;2;3;4;4;6;6;1;1;1;1;6;6;6;6;6;6;6;1;6;6;6;6;6;6;6;6;5;1; ;1;1;1;1;1;1;1; ;2;2;2;1;1;1;1; ;1;1;2;1;1;1;1; ;1;1;2;1;1;1;1; ;1;1;1;1;1;1;1;1; ; ;2;2;1;1;1;1; ;2;2;1;1;1;1; ;1;1;1;1;1;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ;5,38888888888889;36;32;1;1;1;1;1;1;1;1;0;1;1;0;1;0;1;1;0;1;1;1;0;0;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;7;5;5;3;8;8;8
100;1;1;1;9;11;2; ;4; ;3;6; ;6; ;Eteroflessibile;2;1;4;4;1;4;1;1;1;5;1;1;4;1;5;6;3;5;3;3;6;2;3;4;3;6;6;3;6;4;4;1; ;1;1;1;1;2;2;1; ;2;2;2;1;1;1;1; ;1;1;2;1;2;2;1; ;2;2;2;1;1;1;1; ;1;2;1;1;2;2; ;1; ; ;2;2;1;1;1;1; ;2;2;1;2;1;1; ;1;2;2;1;1;2; ; ;1;1; ;1; ; ; ;1;1; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1;1;1; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ;1;1;1; ; ; ;4,05555555555556;28;25;1;1;1;1;1;1;1;1;0;1;0;0;1;0;1;1;0;1;0;0;0;0;1;1;0;0;0;1;0;1;1;1;1;1;1;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;1;0;7;4;3;2;8;4;4
100;1;1;1;6;11;2; ;4; ;3;5; ;5; ; ;2;1;6;5;1;4;2;1;1;2;1;1;1;2;3;5;4;5;2;4;6;2;5;5;5;2;4;3;5;3;3;1; ;1;1;2;1;2;2;1; ;1;2;2;1;1;1;1; ;1;2;2;1;1;1;1; ;1;2;2;2;1;1;1; ;1;1;2;1;1;2;1;1; ; ;1;2;1;1;1;1; ;2;2;1;2;2;1; ;1;1;1;1;2;2; ;1;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ;1;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1; ; ; ; ; ; ; ; ; ;1;1;1; ; ; ;3,77777777777778;26;22;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;0;1;0;1;0;0;1;0;0;0;0;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;0;1;0;0;7;6;4;1;7;5;4
100;1;1;1;8;14;6; ;5; ;3;9; ;9; ; ;2;2;3;2;1;1;4;1;4;4;1;1;1;1;6;6;6;6;6;6;6;6;2;6;6;6;6;6;6;6;3;1; ;1;1;2;1;1;2;1; ;2;2;2;1;1;1;1; ;1;2;2;1;2;2;1; ;1;1;2;1;1;1;2;2; ; ; ; ; ; ;1;1; ; ;2;2;1;1;1;1; ;2;2;1;1;1;1; ;1;1;1;1;2;2; ;1; ;1; ; ; ; ;1; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ;5,33333333333333;25;24;1;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;0;1;1; ;0;0;1;0;0;0;0; ;1;1;1;1;1; ;1;1;1;1;1;0;1; ;1;1;0;0;1;0;1; ;1;1;0;6;3; ; ; ; ; 
100;1;1;1;10;3;2; ;5; ;3;6; ;5; ;Pansessuale etero orientata;2;2;3;3;1;1;1;1;1;4;1;1;1;1;6;6;6;5;6;6;6;1;6;5;6;6;6;6;5;5;5;1; ;1;1;1;1;1;1;1; ;2;2;1;1;1;1;1; ;2;2;2;1;1;1;1; ;2;2;1;1;1;1;1; ;1;1;1;1;1;2;1;1; ; ;2;2;1;1;1;1; ;2;2;1;1;2;1; ;1;1;1;1;1;1; ;1; ;1;1;1; ;1; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ;1; ; ;1; ; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;5,16666666666667;20;26;1;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;1;0;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;7;3;3;5;8;8;6
100;1;1;1;8;14;5; ;5; ;3;3; ;2; ;Bisessuale;2;1;3;1;1;1;1;1;1;1;1;1;1;1;6;6;6;6;6;3;6;2;6;6;6;6;6;6;6;6;5;1; ;1;2;1;1;1;1;1; ;2;2;2;1;1;1;1; ;1;2;2;1;1;1;1; ;1;2;2;1;1;1;2;1; ; ; ; ; ; ;1;1; ; ;2;2;1;1;1;1; ;2;2;1;1;1;1; ;1;1;2;1;1;1; ;1;1; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5,27777777777778;14;24;1;1;1;1;0;1;1;1;0;0;1;0;0;0;1;0;0;1;0; ;0;0;1;1;0;0;0; ;0;1;1;1;1; ;1;1;1;1;1;1;1; ;1;1;1;1;1;1;1; ;1;1;1;6;3; ; ; ; ; 
100;1;1;1;9;11;2; ;4; ;3;3; ;4; ; ;2;1;2;1;1;1;1;1;4;1;1;1;2;1;5;6;6;6;6;6;6;1;6;6;6;6;6;6;6;6;3;1; ;1;1;2;1;1;1;1; ;2;2;2;1;1;1;1; ;2;2;2;1;2;1;1; ;1;2;2;1;1;1;1; ;2;1;1;1; ;1;1;1; ; ;2;2;1;1;1;1; ;2;2;1;1;1;1; ;1;2;2;1;2;1;1;1;1;1; ;1; ; ; ; ; ; ;1;1; ; ; ;1; ;1; ; ; ;1; ;1;1;1; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;5,22222222222222;17;25;1;1;1;1;1;1;1;1;0;0;1;0;0;0;1;1;0;0;0;1;0;0;1;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;0;1; ;1;1;0;1;1;1;1;1;1;1;1;7;3;3;1;8; ;8
100;1;1;1;17;3;2; ;5; ;3;9; ;8; ;Donna asessuale aromantica;2;6;2;1;1;1;2;4;1;1;2;1;1;2;3;5;6;3;6;3;6;5;6;3;2;6;3;6;2;3;3;1; ;1;2;1;2;1;1;1; ;2;2;2;2;1;1;1; ;1;1;2;1;2;1;1; ;1;2;2;1;2;1;1; ;1;1;1;1;2;1;1;1; ; ;2;2;1;1;1;1; ;2;2;2;1;2;1; ;2;2;1;1;2;1; ;1; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;4,05555555555556;23;33;1;1;1;1;1;1;1;1;0;1;1;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;1;0;0;1;1;1;1;0;1;1;1;0;0;0;1;1;0;1;1;1;1;1;1;0;1;7;4;2;3;5;4;7
100;1;1;1;7;15;5; ;5; ;3;9; ;3; ; ;2;1;3;2;1;2;4;4;3;1;1;1;1;1;3;4;6;5;6;5;5;3;6;6;6;6;6;6;4;4;2;2;2; ; ; ; ; ; ;1; ;2;2;2;1;1;1;1; ;1;2;2;2;2;2;1; ;2;2;2;1;1;1;1; ;2;2;2;1;2;2;1; ; ; ;2;2;1;1;1;2;1; ; ; ; ; ;1; ;2;2;2;1;1;2; ;1;1;1; ;1; ;1; ; ; ; ;1;1; ; ; ;1; ;1; ; ; ; ;1;1;1; ; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ;1;1;1;1; ; ;4,66666666666667;24;23;0;1;1;1;1;0;1; ;0;0;0;0;0; ;0; ;0;1;0;0;0; ;0; ;0;0;0;0;0; ;1;0;1;1;1; ;1; ;1;0;1;0;1; ;1; ;1;0;1;0;1; ;0;5; ; ; ; ; ; 
100;1;1;1;19;3;2; ;5; ;3;5; ;6; ; ;2;4;6;6;1;4;2;2;1;4;2;1;2;1;6;6;6;6;6;6;6;2;6;6;6;6;3;6;4;6;5;1; ;1;1;2;1;1;1;1; ;1;2;2;1;1;1;1; ;1;2;2;1;1;1;1; ;1;2;2;2;1;1;1; ;1;1;2;1;1;2; ;1; ; ;2;2;1;1;1;2;1; ; ; ; ; ;1; ;1;1;2;1;2;1; ;1;1; ;1;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;1; ;1;1;2;1;1;1; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ;5,16666666666667;35;35;1;1;1;1;1;0;1;1;1;0;1;0;1; ;1;1;0;1;0;1;0; ;1;0;0;0;0;0;0;1;1;1;0;1;1; ;1;1;1;1;1;1;1; ;0;1;1;1;1;0;1; ;1;6; ; ;0; ; ; 
100;1;1;1;11;11;2; ;5; ;3;5; ;6; ; ;2;6;7;6;1;4;1;1;1;4;1;1;1;1;6;6;6;6;6;6;6;1;5;6;6;6;6;6;6;6;5;1; ;1;1;2;1;1;1;1; ;2;2;2;1;1;1;1; ;1;2;2; ; ; ;1; ;1;1;2;2;1;1;2;1; ; ; ; ; ; ; ;1; ; ;2;2;1;1;1;1; ;2;2;1;1;1;1; ;1;1;2;1;1;2; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;Shibari;5,33333333333333;34;27;1;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;0;1;1; ;0;0;1;0;0;0;0; ;0;1;1; ;0; ;1;1;1;1;1; ;1; ;1;1;1;1;1; ;1; ;1;1;0;6;3; ; ; ; ; 
100;1;1;1;8;18;2; ;5; ;3;9; ;9; ; ;2;2;2;2;2;1;2;2;6;5;1;1;2;2;5;5;6;5;5;5;6;2;5;6;6;6;6;5;5;5;5;1; ;1;1;1;1;1;1;1; ;1;2;1;1;1;1;1; ;1;1;1;1;1;1;1; ;1;2;1;1;1;1;1; ;1;1;1;1;1;1; ;1; ; ;2;2;1;1;1;1; ;2;2;1;1;1;1; ;1;1;1;1;1;1; ;1; ;1; ;1; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ;1;1; ; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ;5;28;24;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;0;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;7;6;4;6;8;8;8
100;1;1;1;4;15;1; ;4; ;3;3; ;6; ; ;2;5;6;7;1;5;4;4;1;2;5;1;1;2;3;5;6;6;6;6;6;4;6;6;6;6;6;5;2;3;1;1; ;1;2;1;1;1;1;1; ;2;2;2;1;1;1;1; ;1;2;2;1;1;1;1; ;2;2;2;1;1;1;1; ;2;1;1;1;2;2; ;1; ; ;2;2;1;1;1;1; ;2;2;1;1;1;1; ;2;2;1;1;2;2; ;1;1;1; ;1; ;1;1;1; ;1; ;1;1;1; ;1; ;1; ;1; ;1;1;1;1;1; ;3; ;1;1;1;1;2;2; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ;1;1;1; ; ; ;4,72222222222222;42;20;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;0;1;1;0;7;1;2;3;8;6;6
100;1;1;1;2;7;4; ;2; ;3;4; ;4; ; ;2;2;6;1;1;2;1;1;2;3;3;1;5;2;2;3;5;4;4;2;2;4;2;5;4;4;3;3;3;1;2;1; ;2;2;2;1;1;1;1; ;2;2;2;1;1;1;1; ;1;1;2;1;1;1;1; ;2;2;2;1;1;1;2;2; ; ; ; ; ; ; ;1; ; ;2;2;1;1;1;1; ;2;2;1;1;1;1; ;2;2;2;1;1;1; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ;3,05555555555556;28;18;1;1;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0; ;0;0;0;0;0;0;0; ;0;1;1;1;1; ;1;1;1;1;1;1;1; ;1;1;1;1;1;1;1; ;1;1;1;6;1; ; ; ; ; 
100;1;1;1;8;11;1; ;5; ;3;5; ;4; ; ;2;2;3;4;1;7;4;3;1;3;2;1;1;1;6;6;6;6;6;6;6;1;6;6;6;6;6;6;6;6;5;1; ;1;1;1;1;1;1;1; ;2;2;2;1;1;1;1; ;1;1;2;1;1;1;1; ;2;2;2;1;2;1;1; ;1;1;1;1;2;1; ;1; ; ;2;2;1;1;1;2;1; ; ; ; ; ;1; ;1;1;1;1;2;2; ;1; ; ; ;1; ; ; ; ; ; ;1; ;1; ; ; ; ; ;1; ; ; ; ;1;1; ; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ;1;1;1; ; ; ;5,38888888888889;32;24;1;1;1;1;1;0;1;1;0;1;0;0;1; ;1;1;0;1;0;1;0; ;1;1;0;0;0;1;1;1;1;1;1;1;1; ;1;1;1;1;0;0;1; ;0;1;1;1;1;1;1; ;0;6; ; ;3; ; ; 
100;1;1;1;16;10;1; ;5; ;3;6; ;6; ; ;2;4;6;3;2;4;2;4;4;4;5;1;1;2;5;6;6;5;4;5;5;3;1;3;4;3;6;6;3;3;2;1; ;1;1;2;1;2;2;1; ;2;2;2;1;1;1;1; ;1;1;2;1;2;2;1; ;2;2;2;2;1;1;2;1; ; ; ; ; ; ;1;1; ; ;2;2;1;1;1;1; ;2;2;1;2;2;1; ;1;1;2;1;2;2; ; ;1; ; ; ; ;1;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ;4;40;32;1;1;1;1;0;1;1;1;0;1;0;0;0;0;1;1;0;1;0; ;0;0;1;0;0;0;0; ;0;1;1;1;0; ;1;1;1;0;1;0;1; ;1;0;0;0;1;0;1; ;1;0;0;6;3; ; ; ; ; 
100;1;1;1;12;14;2; ;5; ;3;5; ;6; ;Eteroflessibile;2;1;4;4;1;2;1;1;1;2;1;1;1;2;5;6;6;6;6;5;5;1;5;5;6;6;4;6;5;5;6;1; ;1;2;1;2;1;1;1; ;2;2;2;2;1;1;1; ;1;1;1;1;1;1;1; ;2;2;2;1;1;1;1; ;1;1;1;1;1;2; ;1; ; ;2;2;1;1;1;1; ;2;2;1;1;1;1; ;1;1;1;1;1;1; ;1;1;1;1;1; ; ;1; ;1; ;1;1;1; ; ;1; ; ;1;1; ;1; ;1;1;1; ;1; ;1;1;1;2;1;1; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ;2;1; ;1; ;1; ; ; ; ; ;1;1;1; ; ; ;5;20;28;1;1;1;1;1;1;1;1;0;1;0;0;1;0;1;0;0;1;0;1;0;0;1;1;0;1;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;7;4;3;4;6;8;7
100;1;1;1;6;6;7;propensa alle relazioni non monogame consensuali ma ho una relazione monogama al momento;4; ;3;10;preferisco le donne maschili, mi attraggono i tratti femminili negli uomini;2; ;queer / fluida / tra l'omoflessibile e il bisessuale;2;1;1;1;1;1;2;1;1;2;1;1;1;2;6;6;6;6;6;6;6;1;4;4;6;6;6;6;6;3;6;1; ;1;1;1;1;1;1;1; ;2;1;2;1;1;1;1; ;1;1;2;1;1;1;1; ;1;1;2;1;1;1;1; ;2;2;2;1;2;1; ;1; ; ;2;2;1;1;1;1; ;2;2;1;1;1;1; ;1;1;1;1;1;1; ;1;1; ; ;1; ; ;1; ;1; ; ;1;1; ; ;1; ; ; ;1; ;1; ;1;1;1; ;1; ;2;2;1;1;1;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ;1;1;1; ; ; ;5,11111111111111;14;22;1;1;1;1;1;1;1;1;0;1;1;0;0;0;1;1;1;1;1;0;0;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;7;4;5;2;8;7;8
100;1;1;1;9;15;2; ;5; ;3;5; ;6; ; ;2;1;1;4;1;1;4;1;4;4;1;1;1;1;6;6;6;6;6;6;6;1;6;6;6;6;6;6;6;6;6;2;2; ; ; ; ; ; ;1; ;2;2;2;1;1;2;1; ;1;1;2;1;1;2;1; ;2;2;2;1;1;1;1; ;1;2;2;1;1;2; ;1; ; ;2;2;1;1;1;2;1; ; ; ; ; ;1; ;1;2;2;1;1;2; ;1;1;1;1; ; ; ; ; ; ; ;1;1; ;1; ; ; ;1; ; ; ; ; ;1;1; ; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ;1;1;1; ; ; ;5,44444444444444;24;25;0;1;1;1;1;0;1; ;0;1;0;0;1; ;1; ;0;1;0;0;0; ;1; ;0;0;0;0;0; ;1;1;1;1;1; ;1; ;1;1;1;1;1; ;1; ;0;0;1;0;1; ;0;5; ; ; ; ; ; 
100;1;1;1;7;15;2; ;4; ;3;4; ;4; ; ;2;2;5;2;2;1;2;1;1;2;1;1;1;1;5;5;6;5;5;5;5;2;5;4;6;5;6;6;6;5;5;1; ;1;1;2;1;1;1;1; ;2;2;2;1;1;1;1; ;1;2;2;1;2;2;1; ;1;2;2;1;1;1;2;1; ; ; ; ; ; ;1;1; ; ;1;2;1;1;1;2;1; ; ; ; ; ;1; ;1;1;2;1;2;1; ;1;1; ; ;1; ; ; ; ; ; ;1;1; ; ; ;1; ; ; ; ; ;1; ;1;1;1; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ;4,83333333333333;21;23;1;1;1;1;0;0;1;1;0;0;1;1;0; ;1;1;0;1;0; ;0; ;1;0;0;0;0; ;0;1;1;1;1; ;1; ;1;1;1;0;1; ;1; ;0;1;1;0;1; ;1; ;1;5; ; ; ; ; ; 
